Location,Stone No,Report No,Lab,Shape,Carats,Color,Clarity,Cut,Polish,Sym,Flour,Measurement,Diameter (MM),Depth %,Table %,Key To Symbols,Amount$,BGM
VN,BCC-267,1537481293,GIA,ROUND,0.53,L,SI2,EX,EX,EX,FNT,5.16 - 5.19 * 3.25,11.3,62.8,56,Crystal,249.1,NO BGM
IND,YX-7,6492744034,GIA,ROUND,0.53,M,IF,EX,EX,EX,NON,5.18 - 5.20 * 3.23,11.3,62.2,57,Minor Details of Polish,248.57,NO BGM
HK,GD-2010,2526694568,GIA,ROUND,0.53,M,VS1,EX,EX,EX,MED,5.14 - 5.18 * 3.23,11.3,62.6,56,"Crystal, Needle",253.6,NO BGM
VN,GP-374,1523719517,GIA,ROUND,0.53,M,VS2,EX,EX,EX,MED,5.13 - 5.17 * 3.22,11.3,62.5,57,"Crystal, Cloud, Feather",243.8,NO BGM
IND,WA-61,631402541,GIA,ROUND,0.53,M,SI1,EX,EX,EX,SLT,5.14 - 5.18 * 3.25,11.3,63,57,,127.2,NO BGM
HK,BAO-67,2518980014,GIA,ROUND,0.52,D,VVS1,EX,EX,EX,MED,5.17 - 5.20 * 3.18,11.3,61.3,61,"Pinpoint, Feather, Cavity, Surface Graining",640.64,NO BGM
VN,G25-192,2536666831,GIA,ROUND,0.52,D,VVS2,EX,EX,EX,FNT,5.20 - 5.24 * 3.17,11.3,60.7,56,"Cloud, Pinpoint, Feather",574.6,NO BGM
IND,BAO-116,6512987646,GIA,ROUND,0.52,D,VVS2,EX,EX,EX,MED,5.09 - 5.13 * 3.22,11.3,63,56,"Pinpoint, Surface Graining",530.4,NO BGM
HK,BBL-79,5523865203,GIA,ROUND,0.52,D,VVS2,EX,EX,EX,MED,5.19 - 5.21 * 3.16,11.3,60.9,61,Pinpoint,530.4,NO BGM
VN,S25-4001,6541295291,GIA,ROUND,0.52,E,VVS1,EX,EX,EX,MED,5.10 - 5.13 * 3.22,11.3,62.9,58,"Pinpoint, Cavity, Feather, Indented Natural",592.8,NO BGM
IND,BBM-103,7521721059,GIA,ROUND,0.52,E,VVS2,EX,EX,EX,STG,5.16 - 5.17 * 3.14,11.3,60.8,61,Pinpoint,467.48,NO BGM
HK,G25-8454,6542282485,GIA,ROUND,0.52,E,VS1,EX,EX,EX,FNT,5.12 - 5.14 * 3.22,11.3,62.7,57,"Crystal, Pinpoint",507,NO BGM
VN,G25-5466,6542078620,GIA,ROUND,0.52,E,SI1,EX,EX,EX,FNT,5.13 - 5.15 * 3.22,11.3,62.7,58,"Crystal, Cloud",390,NO BGM
IND,G25-7593,7541225107,GIA,ROUND,0.52,E,SI1,EX,EX,EX,MED,5.12 - 5.15 * 3.20,11.3,62.3,58,"Crystal, Feather",405.6,NO BGM
HK,G25-1474,1535783464,GIA,ROUND,0.52,E,SI2,EX,EX,EX,NON,5.10 - 5.14 * 3.21,11.3,62.7,56,"Cloud, Crystal",397.8,NO BGM
VN,G25-9096,1545325598,GIA,ROUND,0.52,E,SI2,EX,EX,EX,NON,5.12 - 5.16 * 3.21,11.3,62.4,57,"Cloud, Crystal",375.7,NO BGM
IND,IC25-140,1537055915,GIA,ROUND,0.52,F,IF,EX,EX,EX,FNT,5.19 - 5.21 * 3.13,11.3,60.2,60,Minor Details of Polish,622.44,NO BGM
HK,GX-166,6522745552,GIA,ROUND,0.52,F,VVS1,EX,EX,EX,NON,5.11 - 5.14 * 3.22,11.3,62.8,56,"Cloud, Pinpoint, Feather",669.24,NO BGM
VN,BAB-21,6512557811,GIA,ROUND,0.52,F,VVS1,EX,EX,EX,FNT,5.13 - 5.16 * 3.23,11.3,62.7,56,"Pinpoint, Feather",557.7,NO BGM
IND,BAO-153,7516966455,GIA,ROUND,0.52,F,VVS1,EX,EX,EX,MED,5.18 - 5.22 * 3.17,11.3,61,61,Feather,514.8,NO BGM
HK,G25-6596,5546173724,GIA,ROUND,0.52,F,VS1,EX,EX,EX,MED,5.12 - 5.15 * 3.22,11.3,62.7,57,"Crystal, Pinpoint",455.52,NO BGM
VN,S25-407,1539474230,GIA,ROUND,0.52,F,VS1,EX,EX,EX,STG,5.13 - 5.17 * 3.24,11.3,62.9,55,"Crystal, Pinpoint",418.08,NO BGM
IND,BCH-280,2.5E+11,GIA,ROUND,0.52,F,SI1,EX,EX,EX,NON,5.18 - 5.22 * 3.15,11.3,60.4,61,,321.1,NO BGM
HK,S25-2024,6535677632,GIA,ROUND,0.52,G,IF,EX,EX,EX,NON,5.09 - 5.14 * 3.23,11.3,63.2,57,Minor Details of Polish,590.72,NO BGM
VN,GR-278,7521271786,GIA,ROUND,0.52,G,IF,EX,EX,EX,NON,5.16 - 5.19 * 3.19,11.3,61.5,60,"Surface Graining, Minor Details of Polish",590.72,NO BGM
IND,HO-171,5523781379,GIA,ROUND,0.52,G,IF,EX,EX,EX,NON,5.18 - 5.20 * 3.15,11.3,60.7,60,Minor Details of Polish,590.72,NO BGM
HK,S25-3651,2547249316,GIA,ROUND,0.52,G,VVS1,EX,EX,EX,FNT,5.13 - 5.15 * 3.23,11.3,62.8,57,"Cloud, Pinpoint, Internal Graining, Feather",524.16,NO BGM
VN,HG-112,5231609130,GIA,ROUND,0.52,G,VVS2,EX,EX,EX,FNT,5.14 - 5.17 * 3.18,11.3,61.7,59,"Needle, Pinpoint",474.5,NO BGM
IND,S25-1778,7531971471,GIA,ROUND,0.52,G,VS1,EX,EX,EX,STG,5.18 - 5.21 * 3.15,11.3,60.6,61,"Crystal, Cloud, Pinpoint",400.66,NO BGM
HK,IP25-43,2536481017,GIA,ROUND,0.52,G,VS1,EX,EX,EX,STG,5.11 - 5.14 * 3.22,11.3,62.7,57,Crystal,400.66,NO BGM
VN,S25-1293,2537911169,GIA,ROUND,0.52,G,VS2,EX,EX,EX,FNT,5.09 - 5.12 * 3.22,11.3,63,56,"Cloud, Crystal",420.42,NO BGM
IND,G25-5104,6545073413,GIA,ROUND,0.52,G,VS2,EX,EX,EX,FNT,5.14 - 5.18 * 3.20,11.3,62,57,"Cloud, Crystal",425.88,NO BGM
HK,IO25-245,6532554036,GIA,ROUND,0.52,G,VS2,EX,EX,EX,MED,5.10 - 5.13 * 3.22,11.3,62.9,56,Crystal,398.58,NO BGM
VN,BBB-26,6521369198,GIA,ROUND,0.52,G,VS2,EX,EX,EX,STG,5.12 - 5.15 * 3.23,11.3,62.8,55,Crystal,376.74,NO BGM
IND,CV-2,6515137149,GIA,ROUND,0.52,G,VS2,EX,EX,EX,STG,5.14 - 5.17 * 3.22,11.3,62.5,56,"Crystal, Feather",376.74,NO BGM
HK,BAV-90,2527220153,GIA,ROUND,0.52,G,SI1,EX,EX,EX,NON,5.10 - 5.14 * 3.22,11.3,62.9,56,Crystal,369.72,NO BGM
VN,GJ-63,2537045534,GIA,ROUND,0.52,G,SI2,EX,EX,EX,NON,5.12 - 5.15 * 3.20,11.3,62.3,58,"Crystal, Feather",335.4,NO BGM
IND,ZH-11346,2526102568,GIA,ROUND,0.52,H,IF,EX,EX,EX,NON,5.13 - 5.15 * 3.23,11.3,62.8,56,"Surface Graining, Minor Details of Polish",513.76,NO BGM
HK,G25-2423,1533742074,GIA,ROUND,0.52,H,IF,EX,EX,EX,FNT,5.15 - 5.19 * 3.21,11.3,62,58,Minor Details of Polish,493.48,NO BGM
VN,BBZ-164,1533294471,GIA,ROUND,0.52,H,VS1,EX,EX,EX,NON,5.10 - 5.14 * 3.24,11.3,63.3,56,"Feather, Pinpoint",431.34,NO BGM
IND,BBU-83,1537151160,GIA,ROUND,0.52,H,VS1,EX,EX,EX,FNT,5.11 - 5.13 * 3.20,11.3,62.5,56,"Crystal, Cloud, Needle, Pinpoint",409.5,NO BGM
HK,BBZ-4,7536260005,GIA,ROUND,0.52,H,VS1,EX,EX,EX,FNT,5.11 - 5.14 * 3.23,11.3,63,57,"Crystal, Cavity, Needle, Pinpoint",409.5,NO BGM
VN,GP-63,2526794068,GIA,ROUND,0.52,H,VS1,EX,EX,EX,MED,5.13 - 5.16 * 3.19,11.3,61.9,59,"Crystal, Feather, Cloud, Pinpoint",387.66,NO BGM
IND,S25-3003,7548198855,GIA,ROUND,0.52,H,SI1,EX,EX,EX,FNT,5.11 - 5.13 * 3.23,11.3,63,57,Twinning Wisp,344.76,NO BGM
HK,G25-8378,6541219907,GIA,ROUND,0.52,H,SI1,EX,EX,EX,MED,5.12 - 5.13 * 3.22,11.3,62.8,58,"Feather, Crystal",327.08,NO BGM
VN,BAZ-60,2527396764,GIA,ROUND,0.52,I,IF,EX,EX,EX,FNT,5.19 - 5.22 * 3.16,11.3,60.7,60,Minor Details of Polish,454.48,NO BGM
IND,G25-2335,1538741970,GIA,ROUND,0.52,I,IF,EX,EX,EX,STG,5.10 - 5.14 * 3.21,11.3,62.6,58,Minor Details of Polish,418.6,NO BGM
HK,ZH-8155,1529309537,GIA,ROUND,0.52,I,VVS2,EX,EX,EX,MED,5.18 - 5.21 * 3.17,11.3,61,56,"Needle, Cloud, Feather, Pinpoint",370.5,NO BGM
VN,BBW-92,2537064002,GIA,ROUND,0.52,I,VVS2,EX,EX,EX,STG,5.15 - 5.17 * 3.20,11.3,62.1,60,"Needle, Pinpoint, Feather, Cloud",330.98,NO BGM
IND,EP-70,7513621186,GIA,ROUND,0.52,I,VVS2,EX,EX,EX,STG,5.16 - 5.20 * 3.15,11.3,60.8,60,"Needle, Pinpoint",330.98,NO BGM
HK,G25-8334,6545277033,GIA,ROUND,0.52,I,VVS2,EX,EX,EX,STG,5.13 - 5.16 * 3.22,11.3,62.7,58,Pinpoint,340.86,NO BGM
VN,G25-8328,2546283394,GIA,ROUND,0.52,I,VS2,EX,EX,EX,NON,5.12 - 5.16 * 3.21,11.3,62.5,56,"Crystal, Cloud",353.6,NO BGM
IND,BAK-298,6515813910,GIA,ROUND,0.52,I,SI1,EX,EX,EX,NON,5.16 - 5.19 * 3.20,11.3,61.7,59,"Crystal, Cloud",308.1,NO BGM
HK,G25-6734,1545178885,GIA,ROUND,0.52,J,VVS2,EX,EX,EX,FNT,5.10 - 5.13 * 3.22,11.3,62.9,57,"Needle, Feather, Pinpoint, Internal Graining",345.28,NO BGM
VN,ZH-8510,1527899064,GIA,ROUND,0.52,J,VS1,EX,EX,EX,NON,5.13 - 5.16 * 3.23,11.3,62.7,55,"Cloud, Crystal, Feather, Needle",335.4,NO BGM
IND,BBD-147,6521477822,GIA,ROUND,0.52,J,VS1,EX,EX,EX,FNT,5.11 - 5.14 * 3.20,11.3,62.5,56,"Cloud, Pinpoint",319.8,NO BGM
HK,AYP-184,2506649215,GIA,ROUND,0.52,J,SI2,EX,EX,EX,NON,5.18 - 5.21 * 3.19,11.3,61.3,60,Crystal,271.44,NO BGM
VN,G25-2430,2534742088,GIA,ROUND,0.52,K,VS1,EX,EX,EX,FNT,5.13 - 5.17 * 3.23,11.3,62.8,57,"Cloud, Needle",300.82,NO BGM
IND,AZI-88,1515080757,GIA,ROUND,0.52,K,SI1,EX,EX,EX,NON,5.12 - 5.16 * 3.23,11.3,62.8,57,"Feather, Crystal",277.68,NO BGM
HK,BBI-108,7523657498,GIA,ROUND,0.52,L,VVS2,EX,EX,EX,FNT,5.11 - 5.15 * 3.17,11.3,61.9,60,"Cloud, Pinpoint",297.44,NO BGM
VN,ZH-7606,2524630009,GIA,ROUND,0.52,L,VVS2,EX,EX,EX,MED,5.16 - 5.18 * 3.23,11.3,62.5,57,"Needle, Pinpoint, Feather, Cloud",283.92,NO BGM
IND,GD-2016,713542377,GIA,ROUND,0.52,N,VS1,EX,EX,EX,VSL,5.12 - 5.17 * 3.21,11.3,62.4,58,,157.3,NO BGM
HK,G25-6833,1547188740,GIA,ROUND,0.51,D,VVS1,EX,EX,EX,MED,5.12 - 5.14 * 3.16,11.3,61.5,60,Pinpoint,650.76,NO BGM
VN,G25-7223,6541202029,GIA,ROUND,0.51,D,VVS1,EX,EX,EX,MED,5.11 - 5.14 * 3.15,11.3,61.4,60,"Pinpoint, Feather, Surface Graining",650.76,NO BGM
IND,EQ-71,7516690378,GIA,ROUND,0.51,D,VVS1,EX,EX,EX,STG,5.11 - 5.14 * 3.15,11.3,61.5,60,Pinpoint,594.66,NO BGM
HK,BBU-146,2536026053,GIA,ROUND,0.51,D,VVS2,EX,EX,EX,FNT,5.13 - 5.15 * 3.14,11.3,61,56,Needle,563.55,NO BGM
VN,ZH-10151,6525694961,GIA,ROUND,0.51,D,VVS2,EX,EX,EX,FNT,5.15 - 5.17 * 3.14,11.3,60.8,60,"Feather, Pinpoint",563.55,NO BGM
IND,BAK-54,6511843408,GIA,ROUND,0.51,D,VVS2,EX,EX,EX,MED,5.07 - 5.10 * 3.20,11.3,62.8,55,"Pinpoint, Needle, Cloud",520.2,NO BGM
HK,FT-3,6522022400,GIA,ROUND,0.51,D,VVS2,EX,EX,EX,MED,5.10 - 5.12 * 3.18,11.3,62.2,56,"Needle, Pinpoint",520.2,NO BGM
VN,ZH-10153,7532045988,GIA,ROUND,0.51,D,VVS2,EX,EX,EX,MED,5.12 - 5.15 * 3.15,11.3,61.3,59,"Pinpoint, Surface Graining",528.87,NO BGM
IND,G25-4310,6531956571,GIA,ROUND,0.51,D,VVS2,EX,EX,EX,MED,5.09 - 5.12 * 3.20,11.3,62.7,59,"Needle,  Surface Graining",537.54,NO BGM
HK,S25-3989,7541295216,GIA,ROUND,0.51,D,VS1,EX,EX,EX,FNT,5.13 - 5.15 * 3.16,11.3,61.5,59,Crystal,549.78,NO BGM
VN,S25-3682,1545259372,GIA,ROUND,0.51,D,VS2,EX,EX,EX,MED,5.11 - 5.14 * 3.22,11.3,62.9,57,Crystal,497.25,NO BGM
IND,AXL-104,2.4E+11,GIA,ROUND,0.51,D,SI1,EX,EX,EX,NON,5.11 - 5.12 * 3.20,11.3,62.6,57,,336.6,NO BGM
HK,IM25-110,1535598119,GIA,ROUND,0.51,D,SI1,EX,EX,EX,MED,5.11 - 5.14 * 3.17,11.3,61.9,58,Crystal,415.14,NO BGM
VN,ZH-9310,7522418166,GIA,ROUND,0.51,D,SI1,GD,GD,GD,NON,5.11 - 5.15 * 3.06,11.3,59.7,62,"Feather,  Crystal",347.82,NO BGM
IND,S25-1785,2.5E+11,GIA,ROUND,0.51,D,SI2,EX,EX,EX,NON,5.08 - 5.12 * 3.22,11.3,63.1,56,,298.35,NO BGM
HK,G25-8847,1547314228,GIA,ROUND,0.51,D,SI2,EX,EX,EX,NON,5.11 - 5.15 * 3.16,11.3,61.6,58,"Crystal, Feather",459,NO BGM
VN,S25-3949,6541293377,GIA,ROUND,0.51,D,SI2,EX,VG,EX,FNT,5.07 - 5.09 * 3.20,11.3,63,57,"Twinning Wisp, Feather",380.97,NO BGM
IND,BBV-95,6535025984,GIA,ROUND,0.51,E,IF,EX,EX,EX,NON,5.06 - 5.10 * 3.20,11.3,63,55,"Surface Graining, Minor Details of Polish",931.26,NO BGM
HK,G25-7595,2546234511,GIA,ROUND,0.51,E,IF,EX,EX,EX,FNT,5.09 - 5.12 * 3.16,11.3,61.9,59,"Surface Graining, Minor Details of Polish",807.84,NO BGM
VN,G25-7804,3545249519,GIA,ROUND,0.51,E,IF,EX,EX,EX,MED,5.10 - 5.13 * 3.16,11.3,61.8,59,Minor Details of Polish,762.96,NO BGM
IND,G25-3265,5533937169,GIA,ROUND,0.51,E,IF,VG,EX,VG,NON,4.97 - 5.03 * 3.19,11.3,63.7,59,"Surface Graining, Minor Details of Polish",740.52,NO BGM
HK,G25-7606,1545234471,GIA,ROUND,0.51,E,VVS2,EX,EX,EX,MED,5.07 - 5.11 * 3.20,11.3,62.8,57,"Needle, Pinpoint",505.92,NO BGM
VN,G25-8109,6542265143,GIA,ROUND,0.51,E,VVS2,EX,EX,EX,MED,5.12 - 5.15 * 3.15,11.3,61.4,60,"Pinpoint, Cloud",505.92,NO BGM
IND,BBZ-254,5536331420,GIA,ROUND,0.51,E,VS2,EX,EX,EX,NON,5.13 - 5.16 * 3.16,11.3,61.3,59,"Cloud, Crystal, Feather",480.93,NO BGM
HK,GY-247,5526945245,GIA,ROUND,0.51,E,VS2,EX,EX,EX,NON,5.08 - 5.12 * 3.19,11.3,62.6,56,"Feather, Crystal, Needle, Cloud",480.93,NO BGM
VN,S25-3523,1547247613,GIA,ROUND,0.51,E,VS2,EX,EX,EX,MED,5.08 - 5.10 * 3.22,11.3,63.2,56,"Crystal, Feather",434.01,NO BGM
IND,G25-6933,7521761975,GIA,ROUND,0.51,E,VS2,EX,VG,EX,NON,5.17 - 5.20 * 3.16,11.3,60.9,56,"Twinning Wisp,  Crystal",463.33,NO BGM
HK,G25-6912,2536093424,GIA,ROUND,0.51,E,SI1,EX,EX,EX,NON,5.08 - 5.11 * 3.21,11.3,62.9,57,Feather,413.1,NO BGM
VN,BBD-30,2524442384,GIA,ROUND,0.51,E,SI1,EX,EX,EX,FNT,5.08 - 5.11 * 3.22,11.3,63.2,56,Crystal,387.6,NO BGM
IND,ZH-9600,2527918986,GIA,ROUND,0.51,E,SI1,EX,EX,EX,FNT,5.10 - 5.11 * 3.16,11.3,61.9,58,Crystal,387.6,NO BGM
HK,BAV-373,7522311948,GIA,ROUND,0.51,E,SI1,EX,EX,EX,MED,5.08 - 5.11 * 3.22,11.3,63.3,56,"Crystal, Feather",367.2,NO BGM
VN,ZH-11187,2517615424,GIA,ROUND,0.51,E,SI2,EX,EX,EX,NON,5.09 - 5.13 * 3.21,11.3,62.8,57,"Cloud, Crystal, Feather",364.14,NO BGM
IND,S25-3238,1548217162,GIA,ROUND,0.51,E,SI2,EX,VG,EX,STG,5.09 - 5.11 * 3.22,11.3,63.2,56,Twinning Wisp,294.78,NO BGM
HK,BBR-194,2527913312,GIA,ROUND,0.51,F,IF,EX,EX,EX,FNT,5.13 - 5.15 * 3.19,11.3,62,59,Minor Details of Polish,620.16,NO BGM
VN,G25-2817,1533902162,GIA,ROUND,0.51,F,IF,EX,EX,EX,FNT,5.12 - 5.15 * 3.15,11.3,61.4,60,Minor Details of Polish,629.85,NO BGM
IND,G25-2344,5533741471,GIA,ROUND,0.51,F,IF,EX,EX,EX,STG,5.12 - 5.15 * 3.12,11.3,60.8,59,"Surface Graining, Minor Details of Polish",552.33,NO BGM
HK,S25-1008,7531874198,GIA,ROUND,0.51,F,VVS1,EX,EX,EX,NON,5.10 - 5.14 * 3.21,11.3,62.7,55,"Pinpoint, Cloud, Feather",673.2,NO BGM
VN,S25-3545,6541248057,GIA,ROUND,0.51,F,VVS1,EX,EX,EX,MED,5.10 - 5.12 * 3.19,11.3,62.5,57,"Pinpoint, Indented Natural",521.73,NO BGM
IND,G25-7261,2544207377,GIA,ROUND,0.51,F,VVS1,EX,EX,EX,MED,5.10 - 5.11 * 3.18,11.3,62.3,59,"Internal Graining, Surface Graining",521.73,NO BGM
HK,HZ-484,1539068763,GIA,ROUND,0.51,F,VVS1,EX,EX,EX,STG,5.09 - 5.13 * 3.20,11.3,62.6,56,Pinpoint,479.65,NO BGM
VN,G25-7371,7543217119,GIA,ROUND,0.51,F,VVS2,EX,EX,EX,MED,5.10 - 5.13 * 3.16,11.3,61.8,60,"Needle, Pinpoint, Cloud",485.52,NO BGM
IND,S25-3340,7548234404,GIA,ROUND,0.51,F,SI1,EX,EX,EX,NON,5.10 - 5.12 * 3.15,11.3,61.6,59,Cloud,397.29,NO BGM
HK,G25-8177,6542209053,GIA,ROUND,0.51,F,SI1,EX,EX,EX,NON,5.09 - 5.12 * 3.18,11.3,62.3,56,Crystal,397.29,NO BGM
VN,ZH-11004,6535260634,GIA,ROUND,0.51,F,SI1,EX,EX,EX,FNT,5.13 - 5.16 * 3.16,11.3,61.5,59,"Crystal, Cloud, Feather",377.91,NO BGM
IND,GZ-15,2235606690,GIA,ROUND,0.51,F,SI1,VG,EX,VG,NON,4.94 - 5.01 * 3.21,11.3,64.5,56,Crystal,348.84,NO BGM
HK,G25-5641,2537864435,GIA,ROUND,0.51,G,VVS1,EX,EX,EX,FNT,5.13 - 5.16 * 3.21,11.3,62.4,57,"Pinpoint, Feather",514.08,NO BGM
VN,IY25-41,1533614655,GIA,ROUND,0.51,G,VVS1,EX,EX,EX,MED,5.07 - 5.10 * 3.19,11.3,62.7,57,"Pinpoint, Feather",478.38,NO BGM
IND,S25-1529,6532937097,GIA,ROUND,0.51,G,VVS1,EX,EX,EX,STG,5.17 - 5.18 * 3.10,11.3,60,60,"Pinpoint, Indented Natural",449.82,NO BGM
HK,S25-3977,5546295102,GIA,ROUND,0.51,G,VS1,EX,EX,EX,FNT,5.07 - 5.11 * 3.20,11.3,62.8,56,"Feather, Pinpoint",457.47,NO BGM
VN,GA-167,7521417624,GIA,ROUND,0.51,G,VS1,EX,EX,EX,STG,5.21 - 5.23 * 3.11,11.3,59.5,59,"Crystal, Pinpoint",398.82,NO BGM
IND,ZH-9323,2526993490,GIA,ROUND,0.51,G,VS2,VG,GD,VG,NON,5.14 - 5.16 * 3.10,11.3,60.1,63,Crystal,358.79,NO BGM
HK,BBZ-101,5533279760,GIA,ROUND,0.51,G,SI1,EX,EX,EX,NON,5.10 - 5.12 * 3.17,11.3,62.1,60,"Cloud, Crystal, Feather",367.2,NO BGM
VN,G25-1264,6532809268,GIA,ROUND,0.51,G,SI1,EX,EX,EX,NON,5.09 - 5.12 * 3.17,11.3,62.1,60,"Cloud, Crystal",376.38,NO BGM
IND,BCD-78,5533511889,GIA,ROUND,0.51,H,IF,EX,EX,EX,FNT,5.09 - 5.12 * 3.17,11.3,62.2,60,Minor Details of Polish,483.99,NO BGM
HK,G25-4472,1545026081,GIA,ROUND,0.51,H,IF,EX,EX,EX,FNT,5.07 - 5.10 * 3.19,11.3,62.7,58,Minor Details of Polish,490.62,NO BGM
VN,G25-4288,2537992920,GIA,ROUND,0.51,H,IF,EX,EX,EX,STG,5.15 - 5.19 * 3.16,11.3,61.2,59,"Surface Graining,  Minor Details Of Polish",437.58,NO BGM
IND,IZ25-54,6535578478,GIA,ROUND,0.51,H,IF,VG,EX,VG,NON,4.94 - 5.01 * 3.20,11.3,64.3,57,Minor Details of Polish,457.47,NO BGM
HK,G25-3060,6532918098,GIA,ROUND,0.51,H,VVS1,EX,EX,EX,FNT,5.07 - 5.10 * 3.19,11.3,62.7,59,Pinpoint,451.61,NO BGM
VN,G25-8632,7532580945,GIA,ROUND,0.51,H,VVS1,EX,VG,EX,NON,5.07 - 5.10 * 3.19,11.3,62.8,58,"Pinpoint,  Indented Natural",457.47,NO BGM
IND,ZH-11267,5496862517,GIA,ROUND,0.51,H,VS1,EX,EX,EX,STG,5.09 - 5.12 * 3.21,11.3,62.8,58,Crystal,364.14,NO BGM
HK,G25-8097,1548258942,GIA,ROUND,0.51,H,VS2,EX,EX,EX,NON,5.09 - 5.11 * 3.19,11.3,62.5,59,"Cloud, Crystal",408,NO BGM
VN,G25-9235,6545345018,GIA,ROUND,0.51,H,VS2,EX,EX,EX,NON,5.09 - 5.11 * 3.20,11.3,62.7,57,"Crystal, Cloud",413.1,NO BGM
IND,BAS-228,2524129431,GIA,ROUND,0.51,H,VS2,EX,EX,EX,FNT,5.09 - 5.13 * 3.17,11.3,62.1,59,"Crystal, Cloud, Needle, Cavity",382.5,NO BGM
HK,S25-2491,1543120146,GIA,ROUND,0.51,H,VS2,EX,EX,EX,FNT,5.09 - 5.11 * 3.21,11.3,62.9,56,"Crystal, Needle",387.6,NO BGM
VN,BAS-308,1529123668,GIA,ROUND,0.51,I,IF,EX,EX,EX,FNT,5.11 - 5.13 * 3.21,11.3,62.7,57,Minor Details of Polish,451.61,NO BGM
IND,BN-154,7501609881,GIA,ROUND,0.51,I,IF,VG,EX,VG,NON,4.95 - 5.00 * 3.18,11.3,63.9,58,Minor Details of Polish,416.42,NO BGM
HK,G25-5391,6542089862,GIA,ROUND,0.51,I,VVS2,EX,EX,EX,NON,5.07 - 5.11 * 3.19,11.3,62.6,56,"Needle, Pinpoint, Cloud",411.82,NO BGM
VN,G25-8634,7531499998,GIA,ROUND,0.51,I,VVS2,EX,EX,EX,NON,5.14 - 5.17 * 3.14,11.3,60.9,58,Pinpoint,416.67,NO BGM
IND,S25-3701,6541259182,GIA,ROUND,0.51,I,VS1,EX,EX,EX,NON,5.07 - 5.11 * 3.21,11.3,63,57,"Crystal, Cloud, Needle, Pinpoint",348.84,NO BGM
HK,BBD-44,6525460108,GIA,ROUND,0.51,I,VS2,EX,EX,EX,NON,5.09 - 5.12 * 3.21,11.3,62.9,55,"Cloud, Feather",342.46,NO BGM
VN,ZH-7603,2527632481,GIA,ROUND,0.51,I,VS2,EX,EX,EX,NON,5.09 - 5.11 * 3.19,11.3,62.6,55,"Crystal, Feather",342.46,NO BGM
IND,S25-1823,741550338,GIA,ROUND,0.51,I,SI2,EX,EX,EX,NON,5.11 - 5.13 * 3.19,11.3,62.3,57,,179.01,NO BGM
HK,G25-8459,6545283494,GIA,ROUND,0.51,I,SI2,VG,EX,VG,NON,4.94 - 5.00 * 3.20,11.3,64.3,55,Cloud,261.88,NO BGM
VN,G25-9185,746510641,GIA,ROUND,0.51,J,VVS1,EX,EX,EX,NON,5.09 - 5.13 * 3.15,11.3,61.5,59,,281.77,NO BGM
IND,HL-68,2528849011,GIA,ROUND,0.51,J,VS1,EX,EX,EX,NON,5.15 - 5.19 * 3.12,11.3,60.3,59,"Needle, Crystal, Feather",332.77,NO BGM
HK,G25-8635,1533599775,GIA,ROUND,0.51,J,VS1,EX,EX,EX,NON,5.09 - 5.12 * 3.17,11.3,62.1,58,"Crystal,  Pinpoint",340.43,NO BGM
VN,S25-1249,2537900420,GIA,ROUND,0.51,J,VS1,EX,EX,EX,FNT,5.10 - 5.12 * 3.16,11.3,62,59,"Crystal, Feather, Indented Natural",321.3,NO BGM
IND,S25-3421,1545234343,GIA,ROUND,0.51,J,VS1,EX,EX,EX,FNT,5.09 - 5.11 * 3.22,11.3,63.2,56,"Crystal, Cloud, Needle, Pinpoint",317.48,NO BGM
HK,G25-1817,6531842825,GIA,ROUND,0.51,J,VS1,EX,EX,EX,FNT,5.11 - 5.13 * 3.13,11.3,61.1,60,"Cloud, Feather, Pinpoint",321.3,NO BGM
VN,G25-8892,2544298378,GIA,ROUND,0.51,J,VS2,EX,EX,EX,FNT,5.08 - 5.11 * 3.16,11.3,62,59,"Crystal, Cloud",310.59,NO BGM
IND,AZK-194,2.5E+11,GIA,ROUND,0.51,J,SI1,EX,EX,EX,NON,5.08 - 5.10 * 3.20,11.3,62.9,56,,179.01,NO BGM
HK,GN-575,6521315640,GIA,ROUND,0.51,K,VVS1,EX,EX,EX,FNT,5.10 - 5.12 * 3.21,11.3,62.7,56,Pinpoint,328.95,NO BGM
VN,G25-2865,7538902512,GIA,ROUND,0.51,K,VVS1,EX,EX,EX,FNT,5.07 - 5.11 * 3.20,11.3,62.7,56,"Pinpoint, Feather",332.77,NO BGM
IND,S25-4038,5543298294,GIA,ROUND,0.51,K,VVS2,EX,EX,EX,MED,5.10 - 5.13 * 3.20,11.3,62.6,58,"Pinpoint, Feather",307.02,NO BGM
HK,IK25-16,7533407977,GIA,ROUND,0.51,K,VVS2,EX,EX,EX,STG,5.06 - 5.10 * 3.18,11.3,62.6,58,"Pinpoint, Internal Graining, Surface Graining",285.6,NO BGM
VN,G25-2130,1539568237,GIA,ROUND,0.51,K,VS1,EX,EX,EX,FNT,5.08 - 5.12 * 3.20,11.3,62.8,57,Needle,298.35,NO BGM
IND,G25-8637,1535583545,GIA,ROUND,0.51,K,VS1,EX,EX,EX,FNT,5.06 - 5.10 * 3.20,11.3,63,57,"Cloud,  Pinpoint",298.35,NO BGM
